date/time,temp_c,dew_point,rel_hum%,wind_speed,visibility_k,pressure_kpa,weather
5/31/2012 10:00,15.9,8.7,62,9,24.1,100.71,Mostly Cloudy
5/31/2012 11:00,16.9,9.4,61,4,24.1,100.71,Mostly Cloudy
5/31/2012 12:00,16.8,8.6,58,0,48.3,100.72,Mostly Cloudy
5/31/2012 13:00,18.4,7.5,49,20,48.3,100.77,Mostly Cloudy
5/31/2012 14:00,18.8,7.5,48,19,48.3,100.78,Mostly Cloudy
5/31/2012 15:00,18.1,5.8,44,19,48.3,100.83,Mostly Cloudy
5/31/2012 16:00,18.8,6,43,19,48.3,100.85,Mainly Clear
5/31/2012 17:00,18.9,6.1,43,15,48.3,100.86,Mainly Clear
5/31/2012 18:00,18.4,4.6,40,22,48.3,100.91,Mainly Clear
5/31/2012 19:00,17.1,4.9,44,15,48.3,100.96,Mainly Clear
5/31/2012 20:00,14.8,3.7,47,13,24.1,101.01,Mainly Clear
5/31/2012 21:00,12.8,4.2,56,9,25,101.05,Clear
5/31/2012 22:00,12.5,4.4,58,7,25,101.13,Clear
5/31/2012 23:00,12.8,4.4,57,7,25,101.18,Clear
